"sep=	"
2015/06/25 15:41:24.434	-0.0659912903298486	-0.549927419415405	-1.49399954009051	-2.9162380595491	
2015/06/25 15:41:24.435	-0.0631064251788169	-0.559303231156258	-1.49147528308335	-2.88991366504594	
2015/06/25 15:41:24.436	-0.0609427763155432	-0.56182748816341	-1.49616318895378	-2.86683474383768	
2015/06/25 15:41:24.437	-0.0638276414665748	-0.556418366005226	-1.4958025808099	-2.87080143342035	
2015/06/25 15:41:24.438	-0.0620246007471801	-0.5585820148685	-1.50121170296809	-2.84267399819779	
2015/06/25 15:41:24.439	-0.062385208891059	-0.561466880019531	-1.4958025808099	-2.83690426789573	
2015/06/25 15:41:24.440	-0.0613033844594222	-0.560024447444016	-1.49940866224869	-2.86503170311829	
2015/06/25 15:41:24.441	-0.0670731147614854	-0.555697149717468	-1.50337535183136	-2.96636259154827	
2015/06/25 15:41:24.442	-0.062745817034938	-0.553172892710315	-1.50085109482421	-3.01576590725969	
2015/06/25 15:41:24.443	-0.0641882496104538	-0.557500190436863	-1.49976927039257	-3.03595996331691	
2015/06/25 15:41:24.444	-0.062385208891059	-0.556418366005226	-1.49472075637826	-3.1423393657612	
2015/06/25 15:41:24.445	-0.0598609518839064	-0.557139582292984	-1.49724501338542	-3.19787301991856	
2015/06/25 15:41:24.446	-0.05517304601348	-0.557139582292984	-1.49399954009051	-3.20905187237881	
2015/06/25 15:41:24.447	-0.0649094658982117	-0.553894108998073	-1.49291771565887	-3.21013369681045	
2015/06/25 15:41:24.448	-0.0591397355961484	-0.559303231156258	-1.4976056215293	-3.24222782161567	
2015/06/25 15:41:24.449	-0.0652700740420907	-0.5517304601348	-1.4958025808099	-3.23790052388913	
2015/06/25 15:41:24.450	-0.0652700740420907	-0.559663839300137	-1.49472075637826	-3.24114599718404	
2015/06/25 15:41:24.451	-0.0638276414665748	-0.558942623012379	-1.49544197266602	-3.16686071954497	
2015/06/25 15:41:24.452	-0.0663518984737275	-0.558942623012379	-1.49544197266602	-3.07490564285584	
